id;imie;nazwisko;dataUrodzenia;login;haslo
464;Jozue;JAWORSKA;01.09.1996;haslo48464;
465;Dominika;WÓJCIK;01.12.1977;haslo63465;
466;Petronella;WITKOWSKA;01.05.1993;haslo61466;
467;Ariana;SOKO£OWSKA;01.09.1991;haslo62467;
468;Irena;ZAWADZKA;01.03.1994;haslo37468;
469;Helena;CHMIELEWSKA;01.03.1974;haslo32469;
470;Krystyna;PAW£OWSKA;01.06.1985;haslo8470;
471;Franciszek;OSTROWSKA;01.07.1972;haslo41471;
472;Pamela;BA£KA;01.05.1993;haslo35472;
473;Jagna;WRÓBLEWSKA;01.11.1970;haslo9473;
474;Maksymilian;WOJCIECHOWSKA;01.07.1992;haslo20474;
475;Gracjan;SZEKPSIR;01.02.1982;haslo14475;
476;Nikola;MAJEWSKA;01.11.1970;haslo9476;
477;Wincenty;LEWANDOWSKA;01.03.1989;haslo2477;
478;Marcjanna;M¥CZKA;01.11.1995;haslo48478;
479;Zofia;PAW£OWSKA;01.07.1997;haslo68479;
480;Teresa;MAJEWSKA;01.09.1976;haslo10480;
481;Aleksander;PAWLUK;01.11.1970;haslo44481;
482;Agnieszka;KALINOWSKA;01.12.1992;haslo35482;
483;Pamela;WOJCIECHOWSKA;01.09.1996;haslo32483;
484;Pawe³;KACZMAREK;01.08.1974;haslo68484;
485;Nikola;MALINOWSKA;01.10.1978;haslo22485;
486;Zbigniew;RUTKOWSKA;01.04.1991;haslo28486;
487;Hanna;WÓJCIK;01.01.1980;haslo43487;
488;Odetta;MAJEWSKA;01.12.1987;haslo30488;
489;Kamila;WALCZAK;01.05.1998;haslo70489;
490;Antoni;NOWICKA;01.12.1987;haslo39490;
491;Teresa;KOWALSKA;01.01.1990;haslo34491;
492;Bo¿ena;WOJCIECHOWSKA;01.08.1989;haslo64492;
493;Andrzej;M¥CZKA;01.09.1996;haslo27493;
494;Krystyna;PAWLUK;01.11.1995;haslo65494;
495;Jacek;BA£KA;01.03.1989;haslo8495;
496;Zuzanna;KOWALCZYK;01.07.1972;haslo2496;
497;Helena;KORYTKOWSKI;01.02.1972;haslo9497;
498;Marcin;PAWLUK;01.07.1987;haslo60498;
499;Krzysztof;M¥CZKA;01.01.1970;haslo29499;
500;Wojciech;WRÓBLEWSKA;01.09.1986;haslo36500;
501;Marzena;JAKUBOWSKA;01.09.1981;haslo25501;
502;Hanna;MACIEJEWSKA;01.02.1977;haslo58502;
503;Stanis³aw;KAMIÑSKA;01.05.1973;haslo37503;
504;Bogumi³a;KRAWCZYK;01.12.1977;haslo64504;
505;Maria;KRAWCZYK;01.09.1996;haslo65505;
506;Marika;B¥K;01.09.1971;haslo7506;
507;Albin;KALINOWSKA;01.08.1974;haslo37507;
508;Jacek;KUCHARSKA;01.05.1998;haslo40508;
509;Gracjan;MICHALAK;01.08.1979;haslo63509;
510;Jozue;KRAWCZYK;01.02.1992;haslo11510;
511;Krystyna;CHMIELEWSKA;01.11.1990;haslo35511;
512;Julia;SZEKPSIR;01.06.1985;haslo68512;
513;Petronella;PACZOS;01.05.1988;haslo30513;
514;Sylwia;KUCHARSKA;01.07.1977;haslo48514;
515;Kamila;OLSZEWSKA;01.05.1998;haslo35515;
516;Katarzyna;M¥CZKA;01.02.1987;haslo66516;
517;Leon;OSTROWSKA;01.08.1994;haslo36517;
518;Jagna;MALINOWSKA;01.02.1997;haslo1518;
519;Leon;MAZUR;01.06.1985;haslo22519;
520;Gracjan;BORKOWSKA;01.02.1972;haslo22520;
521;Sylwia;KUBIAK;01.11.1975;haslo29521;
522;Wiliam;WÓJCIK;01.06.1985;haslo38522;
523;Pamela;CHMIELEWSKA;01.09.1986;haslo16523;
524;Dorota;ADAMCZYK;01.02.1977;haslo39524;
525;Julia;DUDA;01.05.1973;haslo7525;
526;Maria;KWIATKOWSKA;01.07.1972;haslo32526;
527;Adrianna;PAWLAK;01.09.1996;haslo36527;
528;Jagoda;JANKOWSKA;01.02.1977;haslo8528;
529;Krzysztof;PAW£OWSKA;01.05.1978;haslo26529;
530;Jozue;LEWANDOWSKA;01.08.1979;haslo30530;
531;Hanna;WALCZAK;01.12.1992;haslo54531;
532;Izabela;BARAN;01.11.1985;haslo27532;
533;Julia;ZAWADZKA;01.04.1986;haslo32533;
534;Agnieszka;KALINOWSKA;01.04.1981;haslo42534;
535;Zbigniew;OLSZEWSKA;01.05.1993;haslo60535;
536;Arleta;PAWLUK;01.01.1990;haslo33536;
537;Lucyna;WÓJCIK;01.05.1988;haslo55537;
538;Julian;PAW£OWSKA;01.05.1983;haslo22538;
539;Aneta;ADAMCZYK;01.11.1980;haslo55539;
540;Bogumi³a;PIOTROWSKA;01.03.1994;haslo70540;
541;Nikola;SAWICKA;01.12.1977;haslo54541;
542;Bogumi³a;PAWLUK;01.02.1992;haslo70542;
543;Julia;WITKOWSKA;01.06.1995;haslo34543;
544;Bernadetta;KUBIAK;01.05.1983;haslo35544;
545;Odetta;GRABOWSKA;01.01.1990;haslo68545;
546;Kamila;PAWLAK;01.07.1987;haslo15546;
547;Krzysztof;DUDA;01.04.1986;haslo41547;
548;Agnieszka;MICHALAK;01.10.1988;haslo50548;
549;Hanna;PAWLUK;01.12.1982;haslo1549;
550;Dominika;RUTKOWSKA;01.09.1981;haslo48550;
551;Mirella;MICHALAK;01.03.1994;haslo46551;
552;Kamila;MICHALAK;01.10.1978;haslo8552;
553;Odetta;BARAN;01.07.1992;haslo66553;
554;Wiliam;MACIEJEWSKA;01.10.1993;haslo17554;
555;Franciszek;WIECZOREK;01.02.1987;haslo30555;
556;Wincenty;PIETRZAK;01.07.1977;haslo46556;
557;Maria;MICHALAK;01.01.1970;haslo61557;
558;Arleta;M¥CZKA;01.05.1983;haslo14558;
559;Natan;SZCZEPAÑSKA;01.09.1976;haslo45559;
560;Joanna;WRÓBLEWSKA;01.01.1980;haslo12560;
561;Mirella;M¥CZKA;01.12.1992;haslo28561;
562;Anna;WIECZOREK;01.07.1972;haslo17562;
563;Kamila;PAWLUK;01.12.1982;haslo58563;
564;Bogumi³a;SADOWSKA;01.04.1981;haslo47564;
565;Agnieszka;MAJEWSKA;01.01.1985;haslo24565;
566;Julian;WÓJCIK;01.02.1997;haslo63566;
567;Marcjanna;OLSZEWSKA;01.02.1982;haslo16567;
568;Maria;WITKOWSKA;01.06.1985;haslo18568;
569;Wiliam;MAZUR;01.11.1980;haslo68569;
570;Leon;PAPIERZEWSKI;01.05.1973;haslo70570;
571;Stanis³aw;NOWICKA;01.05.1973;haslo66571;
572;Aleksander;MARCINIAK;01.02.1997;haslo13572;
573;Marzena;KOWALCZYK;01.11.1995;haslo30573;
574;Julia;JAWORSKA;01.09.1986;haslo1574;
575;Gracjan;WÓJCIK;01.07.1982;haslo1575;
576;Marika;KAMIÑSKA;01.04.1981;haslo9576;
577;Maciej;LEWANDOWSKA;01.08.1974;haslo57577;
578;Joanna;JAKUBOWSKA;01.05.1988;haslo56578;
579;Martyna;BA£KA;01.08.1974;haslo23579;
580;Józef;PIETRZAK;01.05.1983;haslo61580;
581;Zbigniew;SOKO£OWSKA;01.10.1978;haslo49581;
582;Bernadetta;DUDA;01.05.1973;haslo14582;
583;Marcin;BORKOWSKA;01.08.1979;haslo46583;
584;Andrzej;SADOWSKA;01.08.1984;haslo37584;
585;Józef;WITKOWSKA;01.02.1972;haslo62585;
586;Maksymilian;JAKUBOWSKA;01.09.1976;haslo13586;
587;Izabela;PAWLAK;01.02.1992;haslo48587;
588;Lucyna;WOJCIECHOWSKA;01.03.1984;haslo52588;
589;Marzena;DUDA;01.05.1993;haslo45589;
590;Wojciech;KUCHARSKA;01.02.1972;haslo68590;
591;Julia;WIECZOREK;01.11.1980;haslo13591;
592;Sylwia;KWIATKOWSKA;01.05.1983;haslo13592;
593;Antonina;KACZMAREK;01.02.1972;haslo29593;
594;Dorota;WYSOCKA;01.05.1973;haslo25594;
595;Helena;BARAN;01.12.1992;haslo40595;
596;Julia;PACZOS;01.11.1995;haslo18596;
597;Marika;WRÓBLEWSKA;01.03.1994;haslo50597;
598;Maria;WYSOCKA;01.03.1994;haslo7598;
599;Krzysztof;PIETRZAK;01.07.1987;haslo33599;
600;Pamela;DUDEK;01.02.1982;haslo67600;
601;Jagna;BA£KA;01.11.1980;haslo3601;
602;Szymon;WRÓBLEWSKA;01.03.1979;haslo61602;
603;Wojciech;DUDEK;01.12.1997;haslo61603;
604;Maciej;WITKOWSKA;01.06.1985;haslo38604;
605;Bernadetta;JAWORSKA;01.06.1995;haslo27605;
606;Antonina;SOKO£OWSKA;01.05.1988;haslo20606;
607;Antoni;LEWANDOWSKA;01.06.1985;haslo1607;
608;Adrianna;SZEKPSIR;01.11.1975;haslo25608;
609;Bogumi³a;WRÓBLEWSKA;01.12.1972;haslo43609;
610;Gracjan;KRAWCZYK;01.01.1985;haslo16610;
611;Ariana;CZARNECKA;01.08.1974;haslo24611;
612;Krzysztof;MARCINIAK;01.07.1977;haslo17612;
613;Leon;KORYTKOWSKI;01.10.1998;haslo13613;
614;Krystyna;LEWANDOWSKA;01.03.1989;haslo37614;
615;Dorota;ZAWADZKA;01.01.1970;haslo16615;
616;Irena;KOWALSKA;01.01.1980;haslo38616;
617;Jozue;CHMIELEWSKA;01.10.1973;haslo11617;
618;Helena;KUCHARSKA;01.05.1993;haslo61618;
619;Ariana;LIS;01.01.1970;haslo54619;
620;Jagna;BARAN;01.05.1993;haslo36620;
621;Maciej;WIECZOREK;01.08.1989;haslo20621;
622;Maksymilian;KOWALSKA;01.04.1996;haslo55622;
623;Arleta;OSTROWSKA;01.11.1990;haslo63623;
624;Aleksander;WOJCIECHOWSKA;01.02.1997;haslo55624;
625;Jozue;PAWLUK;01.07.1977;haslo65625;
626;Nikola;PAWLUK;01.04.1991;haslo42626;
627;Adrianna;MAKOWSKA;01.04.1986;haslo19627;
628;Pawe³;NOWAK;01.11.1970;haslo29628;
629;Lilianna;M¥CZKA;01.11.1990;haslo50629;
630;Wioleta;MICHALAK;01.01.1985;haslo5630;
631;Martyna;ZALEWSKA;01.09.1996;haslo40631;
632;Krystyna;JAKUBOWSKA;01.05.1973;haslo37632;
633;Pawe³;CHMIELEWSKA;01.01.1995;haslo58633;
634;Bo¿ena;SIKORA;01.06.1990;haslo51634;
635;Lilianna;WOJCIECHOWSKA;01.04.1976;haslo53635;
636;Gracjan;WILK;01.01.1985;haslo36636;
637;Zbigniew;DUDEK;01.08.1989;haslo11637;
638;Petronella;OLSZEWSKA;01.08.1994;haslo33638;
639;Hanna;LIS;01.01.1970;haslo64639;
640;Teresa;ZALEWSKA;01.03.1984;haslo23640;
641;Wioleta;JAWORSKA;01.11.1975;haslo58641;
642;Krystyna;KUCHARSKA;01.08.1974;haslo42642;
643;Adrianna;OSTROWSKA;01.03.1974;haslo66643;
644;Joanna;MAKOWSKA;01.09.1976;haslo21644;
645;Pawe³;SAWICKA;01.02.1997;haslo19645;
646;Sylwia;TOMASZEWSKA;01.04.1976;haslo57646;
647;Martyna;LIS;01.01.1970;haslo57647;
648;Jozue;WALCZAK;01.12.1992;haslo16648;
649;Anna;KALINOWSKA;01.11.1980;haslo8649;
650;Lilianna;CHMIELEWSKA;01.07.1982;haslo68650;
651;S³awomir;PAWLUK;01.11.1990;haslo35651;
652;Julia;WOJCIECHOWSKA;01.04.1986;haslo47652;
653;Zofia;WÓJCIK;01.12.1997;haslo32653;
654;Marzena;ZAWADZKA;01.01.1975;haslo22654;
655;Jan;PAWLUK;01.05.1988;haslo63655;
656;Marika;MICHALAK;01.11.1970;haslo28656;
657;Maria;WRÓBLEWSKA;01.12.1997;haslo69657;
658;Zofia;KALINOWSKA;01.02.1987;haslo6658;
659;Jan;WILK;01.03.1984;haslo13659;
660;Marcjanna;MARCINIAK;01.03.1974;haslo36660;
661;Wiliam;KOWALSKA;01.01.1980;haslo27661;
662;Antonina;ADAMCZYK;01.10.1983;haslo39662;
663;Sylwia;JAKUBOWSKA;01.09.1981;haslo27663;
664;Lilianna;LIS;01.04.1971;haslo14664;
665;Marcin;CZARNECKA;01.02.1982;haslo15665;
666;¯aneta;M¥CZKA;01.06.1995;haslo35666;
667;Joanna;JANKOWSKA;01.10.1993;haslo41667;
668;Marcjanna;KACZMAREK;01.03.1979;haslo41668;
669;Leon;W£ODARCZYK;01.01.1980;haslo40669;
670;S³awomir;WOJCIECHOWSKA;01.10.1973;haslo57670;
671;Martyna;SZCZEPAÑSKA;01.01.1970;haslo17671;
672;Irena;ZALEWSKA;01.06.1970;haslo38672;
673;Marzena;KUCHARSKA;01.09.1996;haslo29673;
674;Marzena;NOWICKA;01.06.1995;haslo59674;
675;Jagna;SZEKPSIR;01.11.1995;haslo24675;
676;Bogumi³a;WIECZOREK;01.03.1989;haslo27676;
677;Dorota;KOWALSKA;01.10.1983;haslo70677;
678;Teresa;SZEWCZYK;01.06.1985;haslo58678;
679;Mirella;BARAN;01.08.1994;haslo38679;
680;Jagna;WYSOCKA;01.08.1974;haslo34680;
681;S³awomir;KUCHARSKA;01.11.1970;haslo29681;
682;Arkadiusz;BORKOWSKA;01.02.1997;haslo8682;
683;Zbigniew;NOWAKOWSKA;01.01.1980;haslo21683;
684;Lilianna;ZAWADZKA;01.07.1987;haslo16684;
685;Izabela;KWIATKOWSKA;01.02.1972;haslo20685;
686;Nikola;NOWAK;01.07.1987;haslo27686;
687;Bo¿ena;WIECZOREK;01.05.1993;haslo51687;
688;Katarzyna;LEWANDOWSKA;01.11.1980;haslo12688;
689;Mirella;KUBIAK;01.10.1978;haslo65689;
690;Marcjanna;CZARNECKA;01.09.1976;haslo70690;
691;Jacek;ADAMCZYK;01.10.1983;haslo16691;
692;S³awomir;JANKOWSKA;01.06.1990;haslo59692;
693;Jacek;PAWLUK;01.07.1997;haslo14693;
694;Arleta;JAKUBOWSKA;01.04.1971;haslo5694;
695;Marzena;WYSOCKA;01.10.1988;haslo15695;
696;Nikola;SIKORA;01.06.1980;haslo69696;
697;Adrianna;SZEKPSIR;01.06.1975;haslo24697;
698;Dorota;PAPIERZEWSKI;01.08.1974;haslo42698;
699;Julia;SOKO£OWSKA;01.04.1991;haslo21699;
700;Wiliam;KUCHARSKA;01.07.1977;haslo11700;
701;Izabela;B¥K;01.07.1987;haslo39701;
702;Bo¿ena;WYSOCKA;01.01.1995;haslo41702;
703;Irena;ZAWADZKA;01.11.1975;haslo2703;
704;Antonina;PIOTROWSKA;01.10.1973;haslo66704;
705;Natan;SOKO£OWSKA;01.01.1985;haslo69705;
706;Maksymilian;W£ODARCZYK;01.08.1984;haslo36706;
707;Maria;WITKOWSKA;01.11.1980;haslo1707;
708;Bogumi³a;KUCHARSKA;01.12.1982;haslo27708;
709;Jan;WÓJCIK;01.02.1997;haslo21709;
710;Sylwia;MAJEWSKA;01.05.1983;haslo69710;
711;Mirella;MARCINIAK;01.08.1979;haslo35711;
712;Maciej;B¥K;01.07.1982;haslo23712;
713;Marzena;PIOTROWSKA;01.05.1998;haslo50713;
714;Julia;WÓJCIK;01.02.1987;haslo12714;
715;Marcin;PAWLUK;01.09.1991;haslo70715;
716;Irena;M¥CZKA;01.04.1981;haslo30716;
717;Irena;GRABOWSKA;01.02.1997;haslo54717;
718;Sylwia;GRABOWSKA;01.05.1993;haslo69718;
719;Kamila;OSTROWSKA;01.05.1998;haslo9719;
720;Wiliam;B¥K;01.11.1985;haslo31720;
721;Albin;MALINOWSKA;01.11.1990;haslo21721;
722;Nikola;WYSOCKA;01.02.1987;haslo27722;
723;Odetta;DUDEK;01.08.1974;haslo4723;
724;Wioleta;BARAN;01.06.1990;haslo32724;
725;Natan;OSTROWSKA;01.03.1974;haslo3725;
726;Nikola;PAWLUK;01.03.1994;haslo33726;
727;Agnieszka;WYSOCKA;01.08.1979;haslo11727;
728;Franciszek;WYSOCKA;01.12.1977;haslo55728;
729;Wincenty;PAWLUK;01.06.1970;haslo66729;
730;Aleksander;KORYTKOWSKI;01.03.1989;haslo43730;
731;Joanna;KORYTKOWSKI;01.05.1983;haslo39731;
732;Jozue;WÓJCIK;01.11.1975;haslo15732;
733;Wioleta;DUDEK;01.04.1996;haslo69733;
734;Maksymilian;PAWLUK;01.05.1988;haslo68734;
735;Jagoda;KRAWCZYK;01.08.1994;haslo19735;
736;Maciej;PIETRZAK;01.11.1970;haslo34736;
737;Arkadiusz;NOWAK;01.11.1980;haslo54737;
738;Jan;PAWLUK;01.11.1985;haslo62738;
739;Arkadiusz;JANKOWSKA;01.03.1979;haslo31739;
740;Dorota;JAKUBOWSKA;01.01.1990;haslo50740;
741;Natan;WOJCIECHOWSKA;01.04.1986;haslo57741;
742;Maksymilian;MICHALAK;01.11.1995;haslo65742;
743;Katarzyna;WALCZAK;01.04.1991;haslo10743;
744;Julian;KUCHARSKA;01.03.1974;haslo43744;
745;Marzena;KWIATKOWSKA;01.02.1987;haslo43745;
746;Kamila;KALINOWSKA;01.09.1981;haslo17746;
747;Joanna;NOWAKOWSKA;01.06.1985;haslo54747;
748;Pamela;DUDA;01.11.1990;haslo21748;
749;Jagoda;KOWALCZYK;01.12.1977;haslo14749;
750;Andrzej;RUTKOWSKA;01.06.1990;haslo23750;
751;Wojciech;WALCZAK;01.12.1987;haslo20751;
752;Martyna;PAWLUK;01.07.1982;haslo60752;
753;Teresa;NOWICKA;01.07.1972;haslo51753;
754;Marcjanna;JAKUBOWSKA;01.10.1993;haslo64754;
755;Ariana;MAZUR;01.05.1988;haslo36755;
756;Martyna;KOWALSKA;01.09.1986;haslo29756;
757;Jozue;KALINOWSKA;01.03.1984;haslo17757;
758;Krzysztof;PAWLAK;01.07.1972;haslo14758;
759;Jagoda;KALINOWSKA;01.08.1979;haslo24759;
760;Albin;SZCZEPAÑSKA;01.02.1987;haslo68760;
761;Lilianna;NOWAKOWSKA;01.10.1983;haslo65761;
762;Gracjan;TOMASZEWSKA;01.05.1978;haslo31762;
763;Marzena;SZEKPSIR;01.01.1975;haslo14763;
764;Pamela;RUTKOWSKA;01.09.1976;haslo69764;
765;Irena;ADAMCZYK;01.10.1978;haslo41765;
766;Martyna;KACZMAREK;01.02.1982;haslo52766;
767;Krystyna;PAWLUK;01.12.1987;haslo50767;
768;Jan;DUDEK;01.10.1993;haslo12768;
769;Martyna;JAWORSKA;01.04.1976;haslo42769;
770;Aleksander;MAJEWSKA;01.12.1997;haslo59770;
771;Lilianna;ZALEWSKA;01.09.1991;haslo38771;
772;Leon;PIOTROWSKA;01.01.1970;haslo60772;
773;Dominika;SIKORA;01.03.1984;haslo62773;
774;Bogumi³a;KWIATKOWSKA;01.09.1986;haslo7774;
775;Zuzanna;KAMIÑSKA;01.02.1977;haslo26775;
776;Helena;JANKOWSKA;01.12.1992;haslo24776;
777;Pamela;SZEWCZYK;01.11.1980;haslo35777;
778;Wincenty;BORKOWSKA;01.06.1995;haslo31778;
779;Helena;ZAWADZKA;01.10.1983;haslo27779;
780;Dominika;MALINOWSKA;01.04.1971;haslo69780;
781;Odetta;PAPIERZEWSKI;01.06.1970;haslo68781;
782;Maria;JAKUBOWSKA;01.02.1992;haslo32782;
783;Lilianna;PIETRZAK;01.05.1998;haslo26783;
784;Piotr;MICHALSKA;01.05.1993;haslo12784;
785;Aleksander;PIOTROWSKA;01.11.1980;haslo5785;
786;Jacek;JASIÑSKA;01.11.1985;haslo31786;
787;Maciej;B¥K;01.02.1972;haslo18787;
788;¯aneta;BORKOWSKA;01.04.1981;haslo56788;
789;Aleksander;CHMIELEWSKA;01.09.1991;haslo28789;
790;Arkadiusz;MACIEJEWSKA;01.01.1980;haslo52790;
791;Andrzej;MAKOWSKA;01.05.1983;haslo35791;
792;Marcjanna;CHMIELEWSKA;01.08.1984;haslo43792;
793;Izabela;PACZOS;01.01.1985;haslo39793;
794;Zuzanna;KRAWCZYK;01.09.1971;haslo1794;
795;Dominika;SZEKPSIR;01.04.1991;haslo58795;
796;Dorota;SIKORA;01.10.1983;haslo53796;
797;Jadwiga;BA£KA;01.05.1988;haslo17797;
798;Bernadetta;PAWLAK;01.04.1986;haslo32798;
799;Aleksander;PACZOS;01.02.1987;haslo50799;
800;Julia;DUDEK;01.09.1976;haslo45800;
801;Jacek;MALINOWSKA;01.07.1972;haslo31801;
802;Natan;WÓJCIK;01.12.1987;haslo20802;
803;Marzena;SZEKPSIR;01.10.1973;haslo20803;
804;Ariana;SOKO£OWSKA;01.02.1997;haslo48804;
805;Dorota;MAZUR;01.01.1980;haslo24805;
806;Albin;MICHALAK;01.02.1972;haslo24806;
807;Agnieszka;WÓJCIK;01.04.1976;haslo59807;
808;Kamila;SIKORA;01.03.1984;haslo4808;
809;Jacek;MALINOWSKA;01.04.1976;haslo29809;
810;Wioleta;NOWICKA;01.06.1985;haslo48810;
811;Jagoda;PAWLAK;01.01.1980;haslo5811;
812;Pawe³;DUDEK;01.12.1977;haslo52812;
813;Marcin;LIS;01.02.1977;haslo4813;
814;Jadwiga;CHMIELEWSKA;01.02.1997;haslo3814;
815;Adrianna;WIECZOREK;01.11.1970;haslo1815;
816;Aleksander;DUDEK;01.08.1979;haslo42816;
817;Agnieszka;WALCZAK;01.10.1973;haslo40817;
818;Helena;LEWANDOWSKA;01.05.1993;haslo43818;
819;Antonina;OLSZEWSKA;01.11.1970;haslo19819;
820;Krystyna;CHMIELEWSKA;01.07.1987;haslo16820;
821;Bo¿ena;PAWLUK;01.07.1997;haslo59821;
822;Jacek;KOWALSKA;01.08.1989;haslo55822;
823;Martyna;PACZOS;01.11.1975;haslo46823;
824;Krzysztof;MICHALAK;01.08.1994;haslo3824;
825;Hanna;KWIATKOWSKA;01.03.1974;haslo38825;
826;Marcjanna;TOMASZEWSKA;01.01.1980;haslo26826;
827;Dorota;KACZMAREK;01.06.1985;haslo47827;
828;Sylwia;DUDA;01.06.1985;haslo39828;
829;Odetta;CZARNECKA;01.06.1995;haslo52829;
830;Maksymilian;WALCZAK;01.03.1974;haslo50830;
831;Adrianna;NOWICKA;01.09.1971;haslo5831;
832;Wiliam;KALINOWSKA;01.06.1970;haslo7832;
833;Odetta;M¥CZKA;01.12.1997;haslo27833;
834;Szymon;PIETRZAK;01.02.1987;haslo4834;
835;Albin;PAWLUK;01.03.1984;haslo9835;
836;Ariana;CZARNECKA;01.06.1985;haslo51836;
837;Jagoda;SOKO£OWSKA;01.10.1973;haslo54837;
838;Helena;WOJCIECHOWSKA;01.08.1979;haslo31838;
839;Marcjanna;PAPIERZEWSKI;01.07.1987;haslo8839;
840;Joanna;NOWAK;01.07.1977;haslo52840;
841;Krystyna;SZCZEPAÑSKA;01.05.1978;haslo15841;
842;Zuzanna;KOWALSKA;01.02.1982;haslo1842;
843;Wiliam;WOJCIECHOWSKA;01.04.1971;haslo3843;
844;Odetta;BARAN;01.12.1992;haslo68844;
845;Józef;MICHALAK;01.02.1992;haslo54845;
846;Anna;SIKORA;01.10.1988;haslo8846;
847;Aneta;WYSOCKA;01.05.1978;haslo7847;
848;Antoni;BARAN;01.11.1980;haslo45848;
849;Kamila;BORKOWSKA;01.02.1992;haslo9849;
850;Wiliam;WITKOWSKA;01.05.1998;haslo14850;
851;Anna;JANKOWSKA;01.12.1982;haslo54851;
852;Agnieszka;SZEKPSIR;01.12.1997;haslo61852;
853;Wiliam;WYSOCKA;01.06.1980;haslo1853;
854;Martyna;WALCZAK;01.03.1984;haslo22854;
855;Zbigniew;KUCHARSKA;01.07.1987;haslo53855;
856;Maciej;MACIEJEWSKA;01.05.1978;haslo10856;
857;Zbigniew;PAWLAK;01.01.1970;haslo42857;
858;Zuzanna;JANKOWSKA;01.06.1975;haslo15858;
859;Antoni;WOJCIECHOWSKA;01.11.1990;haslo65859;
860;Aleksander;WALCZAK;01.11.1975;haslo30860;
861;Adrianna;WALCZAK;01.06.1990;haslo22861;
862;Lilianna;KORYTKOWSKI;01.11.1975;haslo61862;
863;Arleta;DUDEK;01.01.1980;haslo16863;
864;Maksymilian;WOJCIECHOWSKA;01.10.1988;haslo13864;
865;Albin;PAPIERZEWSKI;01.11.1980;haslo29865;
866;Piotr;KACZMAREK;01.02.1987;haslo68866;
867;Piotr;WÓJCIK;01.09.1971;haslo45867;
868;Julian;PAWLUK;01.02.1972;haslo9868;
869;Jozue;ADAMCZYK;01.11.1975;haslo13869;
870;Piotr;KORYTKOWSKI;01.04.1991;haslo22870;
871;Szymon;B¥K;01.10.1983;haslo18871;
872;Wincenty;ZAWADZKA;01.06.1985;haslo62872;
873;Joanna;OSTROWSKA;01.02.1982;haslo23873;
874;Bernadetta;B¥K;01.02.1987;haslo53874;
875;Zofia;B¥K;01.04.1996;haslo1875;
876;Pawe³;NOWAKOWSKA;01.12.1987;haslo18876;
877;S³awomir;KORYTKOWSKI;01.07.1982;haslo49877;
878;Krzysztof;LEWANDOWSKA;01.08.1994;haslo33878;
879;Bernadetta;WOJCIECHOWSKA;01.10.1998;haslo16879;
880;Piotr;WRÓBLEWSKA;01.09.1971;haslo33880;
881;Wiliam;SZEKPSIR;01.11.1995;haslo36881;
882;Bogumi³a;DUDEK;01.10.1998;haslo29882;
883;Antoni;KWIATKOWSKA;01.07.1977;haslo69883;
884;Maksymilian;KUBIAK;01.10.1993;haslo22884;
885;Bernadetta;MAZUR;01.02.1997;haslo61885;
886;Jan;KAMIÑSKA;01.10.1978;haslo40886;
887;Jan;NOWAK;01.12.1987;haslo9887;
888;Petronella;MARCINIAK;01.09.1996;haslo6888;
889;Bernadetta;KALINOWSKA;01.08.1984;haslo14889;
890;Szymon;BARAN;01.04.1986;haslo41890;
891;Piotr;CZARNECKA;01.02.1992;haslo23891;
892;Kamila;BORKOWSKA;01.05.1993;haslo34892;
893;Albin;BARAN;01.05.1983;haslo48893;
894;Teresa;W£ODARCZYK;01.11.1985;haslo35894;
895;Irena;MAKOWSKA;01.09.1991;haslo45895;
896;Leon;SZEKPSIR;01.05.1993;haslo51896;
897;Marika;MAZUR;01.08.1994;haslo37897;
898;Albin;JASIÑSKA;01.05.1988;haslo54898;
899;Sylwia;KUCHARSKA;01.11.1975;haslo69899;
900;Jagoda;SADOWSKA;01.11.1975;haslo51900;
901;Zofia;SADOWSKA;01.10.1998;haslo2901;
902;Pawe³;KWIATKOWSKA;01.11.1995;haslo40902;
903;Natan;PAWLUK;01.09.1976;haslo47903;
904;Joanna;TOMASZEWSKA;01.12.1972;haslo50904;
905;Maria;MARCINIAK;01.10.1978;haslo14905;
906;Marzena;MAKOWSKA;01.06.1990;haslo37906;
907;Pawe³;PAWLUK;01.05.1998;haslo51907;
908;Maciej;ZAWADZKA;01.12.1992;haslo41908;
909;Maciej;DUDEK;01.08.1994;haslo23909;
910;Adrianna;DUDEK;01.11.1970;haslo36910;
911;Aleksander;WITKOWSKA;01.05.1973;haslo55911;
912;Julian;KOWALCZYK;01.10.1978;haslo60912;
913;Gracjan;W£ODARCZYK;01.05.1978;haslo32913;
914;Jadwiga;BA£KA;01.04.1971;haslo65914;
915;Bernadetta;WILK;01.07.1997;haslo64915;
916;Józef;KOWALSKA;01.09.1976;haslo19916;
917;Wiliam;WALCZAK;01.11.1975;haslo56917;
918;Helena;GRABOWSKA;01.07.1982;haslo8918;
919;Bernadetta;KOWALCZYK;01.12.1977;haslo11919;
920;Franciszek;M¥CZKA;01.05.1998;haslo52920;
921;Wiliam;DUDEK;01.08.1974;haslo17921;
922;Teresa;JANKOWSKA;01.05.1983;haslo49922;
923;Marcin;DUDEK;01.03.1974;haslo66923;
924;Jan;CZARNECKA;01.07.1987;haslo4924;
925;Julia;PAWLUK;01.11.1975;haslo54925;
926;Franciszek;PAW£OWSKA;01.05.1993;haslo35926;
927;Bernadetta;WÓJCIK;01.12.1992;haslo50927;
928;Szymon;JASIÑSKA;01.04.1986;haslo2928;
929;Franciszek;BA£KA;01.11.1995;haslo50929;
